id,question,status,manual_guess,evidence_status,answer_path,image_ids,notes,updated_at
327,"When encountering vessels driving my jetski, what rules should I obey?",done,Yamaha WaveRunner 2005,checked,agentic-rag/tmp/answers/per_question/327.json,[],Answered from the Yamaha WaveRunner Rules of the Road section. No images used because the rules are fully stated in text and the nearby diagrams are not necessary to understand the answer.,2026-05-13T19:38:21+00:00
328,"I'd like to remove and install the seat of my jetski, what steps should I follow?",done,Yamaha WaveRunner 2005.md,checked,agentic-rag/tmp/answers/per_question/328.json,"[""Manual20_35"", ""Manual20_36"", ""Manual20_37""]",Answer uses the dedicated Seat section and the three adjacent seat figures.,2026-05-13T19:38:21+00:00
329,"In daily usage, how to open and close the hood of the jetski?",done,Yamaha WaveRunner 2005.md,checked,agentic-rag/tmp/answers/per_question/329.json,"[""Manual20_38"", ""Manual20_39""]",Direct hood operation section. Images show the latch used for opening and the downward closing action. PIC count is 2 and images count is 2.,2026-05-13T19:38:21+00:00
330,I've noticed that there are two different kinds of filler caps on the jetski. How to remove them?,done,Yamaha WaveRunner 2005,checked,agentic-rag/tmp/answers/per_question/330.json,"[""Manual20_40"", ""Manual20_41""]",The WaveRunner manual has separate fuel tank filler cap and oil tank filler cap sections. Both say to remove the cap by turning it counterclockwise and to make sure it is secured before operation. Manual20_40 shows the fuel tank filler cap; Manual20_41 shows the oil tank filler cap.,2026-05-13T19:38:21+00:00
331,"If I need to manipulate the two kinds of engine switches on the jetski, what should I do?",done,Yamaha WaveRunner 2005,checked,agentic-rag/tmp/answers/per_question/331.json,"[""Manual20_43"", ""Manual20_44""]",The question refers to the WaveRunner/jetski engine stop switch and engine shut-off switch. Two images are used because the manual has separate adjacent figures for the red stop switch and the shut-off switch clip/cord.,2026-05-13T19:38:21+00:00
332,"There are two kinds of levers on the jetski, how to manipulate them?",done,Yamaha WaveRunner 2005,checked,agentic-rag/tmp/answers/per_question/332.json,"[""Manual20_46"", ""Manual20_47""]",Answered from Yamaha WaveRunner 2005 control sections. Images are used because each directly identifies the corresponding lever and manipulation shown next to the evidence text.,2026-05-13T19:38:21+00:00
333,What information should I obtain about Quick Shift Trim System (QSTS) selector when using my jetski,done,Yamaha WaveRunner 2005.md,checked,agentic-rag/tmp/answers/per_question/333.json,"[""Manual20_51"", ""Manual20_52"", ""Manual20_53""]","Grounded in the Yamaha WaveRunner QSTS selector section. Images show the selector and shift lock lever, the five selector/nozzle positions, and the bow-down/neutral/bow-up watercraft attitudes.",2026-05-13T19:38:21+00:00
334,What do fuel meter and hour meter on my jetski do?,done,Yamaha WaveRunner 2005.md,checked,agentic-rag/tmp/answers/per_question/334.json,[],No images used; the text directly defines both meters and the adjacent figures are not necessary for this conceptual answer.,2026-05-13T19:38:21+00:00
344,Inspecting fuel filter and fuel tank of my jetski is important. How to do that?,done,Yamaha WaveRunner 2005.md,checked,agentic-rag/tmp/answers/per_question/344.json,"[""Manual20_81"", ""Manual20_82""]",Answered from the Yamaha WaveRunner maintenance sections for Fuel filter and Fuel tank. The two images are adjacent to the relevant instructions and identify the checked parts.,2026-05-13T19:38:21+00:00
345,How to adjust the adjustable sponson of my jetski if needed?,done,Yamaha WaveRunner 2005.md,checked,agentic-rag/tmp/answers/per_question/345.json,"[""Manual20_70"", ""Manual20_83"", ""Manual20_84""]","Answered from the Yamaha WaveRunner adjustable sponson description and adjustment procedure. Images selected because they show the up/down mounting levels, the bolts to remove, and the reinstall/position-shift view.",2026-05-13T19:38:21+00:00
346,The intake and impeller of my jetski are dirty. How to clean them?,done,Yamaha WaveRunner 2005.md,checked,agentic-rag/tmp/answers/per_question/346.json,"[""Manual20_85"", ""Manual20_86""]",Answer uses the Yamaha WaveRunner cleaning procedure and includes only directly relevant safety and operating cautions.,2026-05-13T19:38:21+00:00
347,How to start my jetski in different situations?,done,Yamaha WaveRunner 2005.md,checked,agentic-rag/tmp/answers/per_question/347.json,"[""Manual20_44"", ""Manual20_46"", ""Manual20_48"", ""Manual20_88"", ""Manual20_89"", ""jetski_06""]","Answer combines the general engine-start controls with the manual's shallow-water, dock, solo-boarding, and passenger-start procedures. Images are used only for the shut-off clip, choke, start switch, shallow-water depth limit, dock departure, and passenger balancing setup.",2026-05-13T19:38:21+00:00
348,What are basic steps to board my jetski with a passenger in deep water?,done,Yamaha WaveRunner 2005.md,checked,agentic-rag/tmp/answers/per_question/348.json,"[""jetski_06"", ""jetski_07"", ""jetski_08""]",Used only the WaveRunner manual and inspected the three selected image files. PIC count is 3 and matches images count.,2026-05-13T19:38:21+00:00
349,"If it is difficult to balance the jetski at a stand still, what should I do?",done,Yamaha WaveRunner 2005,checked,agentic-rag/tmp/answers/per_question/349.json,"[""jetski_06"", ""jetski_07"", ""jetski_08""]",Grounded in the WaveRunner boarding-with-passenger standstill-balance note. Images show the special boarding sequence and correspond one-to-one with the three PIC placeholders.,2026-05-13T19:38:21+00:00
350,What is the max load of the jetski?,done,Yamaha WaveRunner 2005.md,checked,agentic-rag/tmp/answers/per_question/350.json,[],No image needed; the load limit is stated directly in the safety and boarding text.,2026-05-13T19:38:21+00:00
351,What is the overview of the base station of a landline?,done,Philips XL490 XL495.md,checked,agentic-rag/tmp/answers/per_question/351.json,"[""Manual22_18"", ""Manual22_19""]",Answered from the Overview of the base station section. The two images are the adjacent XL490 and XL495 base-station figures; each <PIC> corresponds to its model's base-station overview.,2026-05-13T19:38:21+00:00
352,How can you connect the base station of a landline?,done,Philips XL490 XL495.md,checked,agentic-rag/tmp/answers/per_question/352.json,"[""Manual22_22""]",The answer uses the Connect the base station section for the Philips XL490/XL495 landline manual. Manual22_22 is included because it directly shows the power adapter connection to the underside DC input jack and wall power socket.,2026-05-13T19:38:21+00:00
353,How can you install the handset of a landline?,done,Philips XL490 XL495.md,checked,agentic-rag/tmp/answers/per_question/353.json,"[""Manual22_23""]",Grounded in the Install the handset and Charge the handset sections. Manual22_23 is used because it shows pulling the battery tape from the handset; the nearby charge-handset note image was not useful as visual evidence.,2026-05-13T19:38:21+00:00
354,How can you check the battery level of a landline?,done,Philips XL490 XL495.md,checked,agentic-rag/tmp/answers/per_question/354.json,"[""Manual22_28"", ""Manual22_30""]",The answer uses the manual's Check the battery level section and the display-icon table. Images Manual22_28 and Manual22_30 show the battery icon location and icon meanings.,2026-05-13T19:38:21+00:00
355,What can you do if your landline is in searching status?,done,Philips XL490 XL495.md,checked,agentic-rag/tmp/answers/per_question/355.json,[],"No image needed; the FAQ gives the direct searching-status fixes, and the registration section supplies the manual registration details.",2026-05-13T19:38:21+00:00
356,How can you know about the current status with different LED indicator behavior on a landline?,done,Philips XL490 XL495,checked,agentic-rag/tmp/answers/per_question/356.json,"[""Manual22_40"", ""Manual22_46""]",Answered from the Philips XL490/XL495 handset and XL495 base-station LED indicator tables. Images are used because the status mappings are embedded in the table images.,2026-05-13T19:38:21+00:00
357,How can you know about the current status with different LED indicator behavior on the base station of a landline?,done,Philips XL490 XL495,checked,agentic-rag/tmp/answers/per_question/357.json,"[""Manual22_46""]",Uses the base-station LED behavior table image because the detailed status mapping is embedded as an illustration.,2026-05-13T19:38:21+00:00
358,How can you lower the roll bar of a lawn mower?,done,Toro Z Master 4000.md,checked,agentic-rag/tmp/answers/per_question/358.json,"[""Manual23_33"", ""Manual23_32""]",Answered from the Toro Z Master 4000 ROPS procedure. Two images are used because Figure 9 identifies the pins/hairpin cotters and Figure 8 shows the two down positions.,2026-05-13T19:38:21+00:00
359,How can you adjust the rear-shock assemblies for a lawn mower with suspension system only?,done,Toro Z Master 4000,checked,agentic-rag/tmp/answers/per_question/359.json,"[""Manual23_37"", ""Manual23_38""]",Grounded in the Toro Z Master 4000 suspension-only rear-shock adjustment section and its adjacent figures. Images show the soft/firm detent reference positions and the latch/slot adjustment sequence.,2026-05-13T19:38:21+00:00
360,How can you adjust the height of cut for a lawn mower with an electric deck lift?,done,Toro Z Master 4000,checked,agentic-rag/tmp/answers/per_question/360.json,"[""Manual23_55"", ""Manual23_56""]",Answer uses the electric deck lift section and includes only images directly tied to the switch and height-of-cut pin/bracket.,2026-05-13T19:38:21+00:00
361,How can you load a lawn mower?,done,Toro Z Master 4000,checked,agentic-rag/tmp/answers/per_question/361.json,"[""Manual23_63"", ""Manual23_64"", ""Manual23_65""]","Grounded in the Transporting the Machine, Selecting a Trailer, and Loading the Machine sections. Images show the full-width ramp setup, loading/unloading direction, and tie-down loops.",2026-05-13T19:38:21+00:00
362,How can you unload a lawn mower?,done,Toro Z Master 4000.md,checked,agentic-rag/tmp/answers/per_question/362.json,"[""Manual23_63"", ""Manual23_64""]",Answer uses the Toro transport/unloading procedure and its referenced ramp and direction figures.,2026-05-13T19:38:21+00:00
363,How can you change the engine oil of a lawn mower?,done,Toro Z Master 4000,checked,agentic-rag/tmp/answers/per_question/363.json,"[""Manual23_75"", ""Manual23_76""]",Grounded in the Toro mower engine-oil service sections. Kawasaki and Kohler sections use the same oil-change sequence; answer includes engine-specific oil specs and capacities.,2026-05-13T19:38:21+00:00
364,How can you remove the filters of a lawn mower?,done,Toro Z Master 4000.md,checked,agentic-rag/tmp/answers/per_question/364.json,"[""Manual23_72"", ""Manual23_82""]",Answered from the Toro Z Master 4000 air-cleaner filter removal procedures for Kawasaki and Kohler engine variants. Images are the matching labeled filter layouts.,2026-05-13T19:38:21+00:00
365,How can you replace the mower belt of a lawn mower?,done,Toro Z Master 4000.md,checked,agentic-rag/tmp/answers/per_question/365.json,"[""Manual23_100""]",Answer uses the Replacing the Mower Belt procedure and the belt-routing/idler-arm figure.,2026-05-13T19:38:21+00:00
366,How can you set up control of a over-the-range microwave?,done,Bosch Over-the-Range Microwave Use and Care Manual,checked,agentic-rag/tmp/answers/per_question/366.json,"[""Manual24_9"", ""Manual24_10""]",Grounded in the Control Set-Up section and its setup chart/example images.,2026-05-13T19:38:21+00:00
367,How can you set the light timer of a over-the-range microwave?,done,Bosch Microwave.md,checked,agentic-rag/tmp/answers/per_question/367.json,"[""Manual24_11""]",Answer is grounded in the Bosch over-the-range microwave LIGHT TIMER section and the adjacent procedure illustration. The single <PIC> placeholder corresponds to Manual24_11.,2026-05-13T19:38:21+00:00
368,How can you set yout favorite recipe with a over-the-range microwave?,done,Bosch Microwave.md,checked,agentic-rag/tmp/answers/per_question/368.json,"[""Manual24_16""]","Answered as programming a Favorite Recipe. The manual states the Favorite Recipe key recalls one previously stored cooking instruction; the programming example shows Favorite Recipe, cook-time digits, then Start. Power level default note included.",2026-05-13T19:38:21+00:00
369,How can you reheat food with a over-the-range microwave?,done,Bosch Microwave.md,checked,agentic-rag/tmp/answers/per_question/369.json,"[""Manual24_29"", ""Manual24_30"", ""Manual24_31""]","Answered from the Bosch over-the-range microwave Sensor Reheat section. Images are used because the category numbers, example touch sequence, and recommended amounts are presented in adjacent figures.",2026-05-13T19:38:21+00:00
370,How can you use auto defrost of a over-the-range microwave?,done,Bosch Microwave.md,checked,agentic-rag/tmp/answers/per_question/370.json,"[""Manual24_32"", ""Manual24_33""]","Answer grounded in the Bosch over-the-range microwave Auto Defrost section, control-panel feature description, adjacent procedure/category images, and defrosting tips.",2026-05-13T19:38:21+00:00
371,How can you clean the grease filter of a over-the-range microwave?,done,Bosch Microwave,checked,agentic-rag/tmp/answers/per_question/371.json,"[""Manual24_47"", ""Manual24_48"", ""Manual24_49""]","Answered from the Cleaning the Grease Filter section. Images show removal, washing, and reinstallation; the warning about not operating without the filter is directly relevant.",2026-05-13T19:38:21+00:00
372,How can you replace the charcoal filter of a over-the-range microwave?,done,Bosch Microwave.md,checked,agentic-rag/tmp/answers/per_question/372.json,"[""Manual24_50"", ""Manual24_51"", ""Manual24_52""]",Image count matches three <PIC> placeholders. Image IDs verified in agentic-rag/en-manual/插图.,2026-05-13T19:38:21+00:00
373,How can you replace the oven light of a over-the-range microwave?,done,Bosch Microwave.md,checked,agentic-rag/tmp/answers/per_question/373.json,"[""Manual24_54"", ""Manual24_55"", ""Manual24_56""]","Grounded in the Bosch over-the-range microwave Oven Light Replacement section. Three images are used because the manual places figures next to vent cover removal, bulb holder removal, and lifting the bulb holder.",2026-05-13T19:38:21+00:00
374,How can you set the PCI Express 3.0 x16 slots of a motherboard?,done,Motherboard.md,checked,agentic-rag/tmp/answers/per_question/374.json,"[""Manual25_31""]",Answer uses the PCI Express 3.0 x16 slot operating-mode table and nearby slot guidance; BIOS PCIe Speed options are included because the question asks how the PCI Express setting can be set.,2026-05-13T19:38:21+00:00
375,How can you set the jumpers of a motherboard?,done,Motherboard.md,checked,agentic-rag/tmp/answers/per_question/375.json,"[""Manual25_33"", ""Manual25_34""]",Answered from Motherboard.md section 1.6 Jumpers. Images identify the CLRTC and CPU_OV jumper/header positions.,2026-05-13T19:38:21+00:00
376,How can you set the rear panel connectors of a motherboard?,done,Motherboard.md,checked,agentic-rag/tmp/answers/per_question/376.json,"[""Manual25_35""]",Answered from Motherboard.md section 1.7.1 Rear panel connectors. The selected image is the numbered rear-panel connector layout; no old submissions or generated answer files were used.,2026-05-13T19:38:21+00:00
377,How can you set the onboard LED of a motherboard?,done,Motherboard.md,checked,agentic-rag/tmp/answers/per_question/377.json,[],No images used; the answer is about BIOS/app settings and mode options.,2026-05-13T19:38:21+00:00
378,How can you update the BIOS file of a motherboard?,done,Motherboard.md,checked,agentic-rag/tmp/answers/per_question/378.json,[],Answered from the Motherboard manual BIOS information sections. No images were needed because the relevant procedure is fully stated in text.,2026-05-13T19:38:21+00:00
379,How can you create RAID of a motherboard?,done,Motherboard.md,checked,agentic-rag/tmp/answers/per_question/379.json,[],Answered from the Motherboard EZ Tuning Wizard RAID procedure and cross-checked against the Intel SATA connector and BIOS SATA Mode Selection notes. No image is included because the procedure is fully stated in text and does not require identifying a physical part or screen layout.,2026-05-13T19:38:21+00:00
380,How can you use SATA ODD & USB devices to install an operating system for a motherboard?,done,Motherboard.md,checked,agentic-rag/tmp/answers/per_question/380.json,"[""Manual25_87"", ""Manual25_88""]","Grounded in Motherboard.md section 2.11.1, Method 1. The images show the boot-device selection screen and the successful setup-starting confirmation.",2026-05-13T19:38:21+00:00
381,How can you secure the motherboard to the chassis?,done,Motherboard.md,checked,agentic-rag/tmp/answers/per_question/381.json,"[""Manual25_6""]","The answer uses the motherboard overview, placement direction, screw holes, and the adjacent figure showing the circled mounting holes.",2026-05-13T19:38:21+00:00
382,How can you prepare the installation of Central Processing Unit (CPU) for a motherboard?,done,Motherboard.md,checked,agentic-rag/tmp/answers/per_question/382.json,[],No image was included because the preparation steps and cautions are fully stated in text; therefore the content contains zero <PIC> placeholders and images is empty.,2026-05-13T19:38:21+00:00
383,How do you know about system memory of a motherboard?,done,Motherboard.md,checked,agentic-rag/tmp/answers/per_question/383.json,"[""Manual25_18"", ""Manual25_19""]",Answered from Motherboard section 1.4 System memory; selected the DIMM socket layout and recommended population diagram because the answer names slot labels and installation population.,2026-05-13T19:38:21+00:00
384,How do you know about Serial port connector (10-1 pin COM) of a motherboard?,done,Motherboard.md,checked,agentic-rag/tmp/answers/per_question/384.json,"[""Manual25_39""]",Answered from the Motherboard internal connectors section. The adjacent figure is used because it shows the COM header location and pin layout for the serial port module cable.,2026-05-13T19:38:21+00:00
385,How do you know about TPM connector (14-1 pin TPM) for a motherboard?,done,Motherboard.md,checked,agentic-rag/tmp/answers/per_question/385.json,"[""Manual25_40""]",The answer is grounded in the Internal connectors section. One PIC placeholder is used and maps to the adjacent TPM connector illustration.,2026-05-13T19:38:21+00:00
386,How do you know about Thermal sensor connector (2-pin T_SENSOR) of a motherboard?,done,Motherboard.md,checked,agentic-rag/tmp/answers/per_question/386.json,"[""Manual25_43""]","Answered from the Motherboard manual section for the 2-pin T_SENSOR connector, with one figure used for the connector location, label, pin names, and separately purchased thermistor cable note.",2026-05-13T19:38:21+00:00
387,How can you set quick release for a multi-use pressure cooker and air fryer?,done,Instant Pot Duo Crisp.md,checked,agentic-rag/tmp/answers/per_question/387.json,"[""multi-use_pressure_cooker_and_air_fryer_01"", ""multi-use_pressure_cooker_and_air_fryer_02""]",Answered from the Quick Release (QR) section; included both adjacent QR illustrations because they show the Vent position and active venting.,2026-05-13T19:38:21+00:00
388,How can you set pressure cooking lid for a multi-use pressure cooker and air fryer?,done,Instant Pot Duo Crisp.md,checked,agentic-rag/tmp/answers/per_question/388.json,"[""Manual30_13""]",Answered from the Instant Pot Duo Crisp pressure cooking lid and pressure-control sections. One image is used because the close-lid procedure is directly illustrated by Manual30_13. The content has one <PIC> placeholder and one image ID.,2026-05-13T19:38:21+00:00
389,How can you set float valve for a multi-use pressure cooker and air fryer?,done,Instant Pot Duo Crisp.md,checked,agentic-rag/tmp/answers/per_question/389.json,"[""Manual30_37""]",Question answered from the Instant Pot Duo Crisp + Air Fryer float valve and silicone cap maintenance section. One installation image is used because it directly shows attaching the silicone cap to the bottom of the float valve.,2026-05-13T19:38:21+00:00
390,What do you know about anti-block shield for a multi-use pressure cooker and air fryer?,done,Instant Pot Duo Crisp.md,checked,agentic-rag/tmp/answers/per_question/390.json,"[""Manual30_19"", ""Manual30_34"", ""Manual30_35""]","Answer uses the Instant Pot Duo Crisp anti-block shield description plus removal, installation, inspection, and safety warning evidence. Images identify the shield and show removal and installation.",2026-05-13T19:38:21+00:00
391,How can you set steam release valve for a multi-use pressure cooker and air fryer?,done,Instant Pot Duo Crisp.md,checked,agentic-rag/tmp/answers/per_question/391.json,"[""Manual30_14""]",Freshly answered from the Instant Pot Duo Crisp pressure-control and depressurisation sections. One image is used because it directly labels the quick release button's Seal and Vent positions.,2026-05-13T19:38:21+00:00
392,How can you set anti-block shield for a multi-use pressure cooker and air fryer?,done,Instant Pot Duo Crisp.md,checked,agentic-rag/tmp/answers/per_question/392.json,"[""Manual30_35""]",Question interpreted as installing or setting the anti-block shield. One image is included because the manual's installation figure shows placing the shield over the prongs and pressing it down.,2026-05-13T19:38:21+00:00
393,How can you set silicone cap and float valve for a multi-use pressure cooker and air fryer?,done,Instant Pot Duo Crisp.md,checked,agentic-rag/tmp/answers/per_question/393.json,"[""Manual30_37""]",Grounded in the Float Valve and Silicone Cap section. Image Manual30_37 shows attaching the silicone cap to the underside of the float valve.,2026-05-13T19:38:21+00:00
394,How can you Install the condensation collector for a multi-use pressure cooker and air fryer?,done,Instant Pot Duo Crisp.md,checked,agentic-rag/tmp/answers/per_question/394.json,"[""Manual30_38""]","The manual states the collector sits at the back of the cooker base, catches overflow from the condensation rim, should be installed before cooking, removed by pulling away, installed by aligning grooves over rear tabs and sliding into place, and emptied/rinsed after each use. Manual30_38 visually supports the rear-base alignment.",2026-05-13T19:38:21+00:00
395,How can you install the sealing ring for a multi-use pressure cooker and air fryer?,done,Instant Pot Duo Crisp.md,checked,agentic-rag/tmp/answers/per_question/395.json,"[""Manual30_31""]",Answered from the Instant Pot Duo Crisp sealing-ring component and silicone sealing-ring maintenance sections. The selected image directly illustrates the correct seated position and an incorrect loose placement.,2026-05-13T19:38:21+00:00
396,How can you remove silicone sealing ring for a multi-use pressure cooker and air fryer?,done,Instant Pot Duo Crisp.md,checked,agentic-rag/tmp/answers/per_question/396.json,"[""Manual30_30""]",Image Manual30_30 shows the silicone ring being pulled out from behind the lid's stainless-steel sealing ring rack.,2026-05-13T19:38:21+00:00
397,What do you know about sealing ring of a multi-use pressure cooker and air fryer?,done,Instant Pot Duo Crisp.md,checked,agentic-rag/tmp/answers/per_question/397.json,"[""Manual30_16"", ""Manual30_30"", ""Manual30_31""]","Answered from the Instant Pot Duo Crisp sealing-ring description and care/removal/installation sections. The three images show the sealing ring location, removal, and installation.",2026-05-13T19:38:21+00:00
398,What do you know about steam release valve of a multi-use pressure cooker and air fryer?,done,Instant Pot Duo Crisp.md,checked,agentic-rag/tmp/answers/per_question/398.json,"[""Manual30_15"", ""multi-use_pressure_cooker_and_air_fryer_02"", ""Manual30_32""]","Answered from Instant Pot Duo Crisp steam release valve, Quick Release, safety, and maintenance sections. Three images are used for valve venting/position and valve removal.",2026-05-13T19:38:21+00:00
399,What do you know about quick release button of a multi-use pressure cooker and air fryer?,done,Instant Pot Duo Crisp.md,checked,agentic-rag/tmp/answers/per_question/399.json,"[""Manual30_14"", ""multi-use_pressure_cooker_and_air_fryer_01"", ""multi-use_pressure_cooker_and_air_fryer_02""]","Grounded in the Quick Release Button and Quick Release sections. Images show the button positions, pressing the button into Vent, and steam venting from the valve.",2026-05-13T19:38:21+00:00
400,What can you know about natural release(NRorNPR) of a multi-use pressure cooker and air fryer?,done,Instant Pot Duo Crisp.md,checked,agentic-rag/tmp/answers/per_question/400.json,"[""Manual30_9""]","Image Manual30_9 is the Natural Release figure; it shows Seal position, Keep Warm off, carryover/resting, variable depressurisation time up to 40 minutes, and float valve drop after full release.",2026-05-13T19:38:21+00:00
401,What is the robot anatomy of the vacuum?,done,Roomba i5.md,checked,agentic-rag/tmp/answers/per_question/401.json,"[""Manual32_1"", ""Manual32_3"", ""Manual32_2""]","Answered from the About your Roomba Robot Vacuum section. Three labeled figures are included for the top view, bottom view, and buttons/indicators; the Home Base parts are listed from nearby text without a separate image anchor.",2026-05-13T19:38:21+00:00
402,What are the two primary modes available on a vacuum cleaner that can be used to tailor its performance to meet different home cleaning needs?,done,Roomba i5.md,checked,agentic-rag/tmp/answers/per_question/402.json,[],No image included because the two modes and their functions are explicitly stated in text.,2026-05-13T19:38:21+00:00
403,What is the proper procedure for emptying the vacuum cleaner's bin?,done,Roomba i5.md,checked,agentic-rag/tmp/answers/per_question/403.json,"[""Manual32_8"", ""Manual32_9""]",Roomba i5 care table says the bin should be cared for after each use. The Emptying the Bin section gives the three-step procedure and includes adjacent illustrations for removing the bin and opening the bin door.,2026-05-13T19:38:21+00:00
404,What is the correct procedure for cleaning the vacuum cleaner filter?,done,Roomba i5.md,checked,agentic-rag/tmp/answers/per_question/404.json,"[""Manual32_10"", ""Manual32_11""]",Answered from Roomba i5 care and maintenance filter-cleaning procedure. The two images show removing the filter from the bin and tapping debris into a rubbish bin.,2026-05-13T19:38:21+00:00
405,What is the proper procedure for cleaning the full bin sensors on a vacuum cleaner?,done,Roomba i5.md,checked,agentic-rag/tmp/answers/per_question/405.json,"[""Manual32_12"", ""Manual32_13"", ""Manual32_14""]","The Roomba i5 care table gives the full bin sensor cleaning frequency as once every 2 weeks, and the Cleaning the Full Bin Sensors subsection gives the three-step procedure with figures Manual32_12, Manual32_13, and Manual32_14.",2026-05-13T19:38:21+00:00
406,What is the correct procedure for cleaning the extractors (brushes or rollers) on a vacuum cleaner?,done,Roomba i5.md,checked,agentic-rag/tmp/answers/per_question/406.json,"[""Manual32_19"", ""Manual32_20"", ""Manual32_21"", ""Manual32_22""]",Question routed to the Roomba i5 vacuum maintenance section. The manual names the extractor procedure as Cleaning the Multi-Surface Brushes and provides four adjacent illustrations for steps 1 through 4.,2026-05-13T19:38:21+00:00
407,What is the proper procedure for cleaning the sensors and charging contacts on a vacuum cleaner?,done,Roomba i5.md,checked,agentic-rag/tmp/answers/per_question/407.json,"[""Manual32_17"", ""Manual32_18""]",Answered from Roomba i5 care and maintenance section. Images are adjacent to the cleaning-sensors-and-contacts procedure and label the sensor/contact locations.,2026-05-13T19:38:21+00:00
408,What is the correct procedure for positioning the home base of a vacuum cleaner?,done,Roomba i5.md,checked,agentic-rag/tmp/answers/per_question/408.json,[],No image is needed; the placement procedure and warning are stated directly in the Roomba i5 manual.,2026-05-13T19:38:21+00:00
409,What is the proper procedure for cleaning the front caster wheel of a vacuum cleaner?,done,Roomba i5.md,checked,agentic-rag/tmp/answers/per_question/409.json,"[""Manual32_15""]","Front caster wheel procedure and caution are stated in the Roomba i5 care section. Manual32_15 labels the wheel, axle, and housing used in the removal step.",2026-05-13T19:38:21+00:00
410,What is the correct procedure for cleaning the side brush of a vacuum cleaner?,done,Roomba i5.md,checked,agentic-rag/tmp/answers/per_question/410.json,"[""Manual32_16""]",Question maps to the Roomba i5 vacuum manual. The side brush is identified in the care table as the Side Brush and in the procedure heading as the Edge-Sweeping Brush. Included the one procedure image because it shows loosening the brush screw with a screwdriver.,2026-05-13T19:38:21+00:00
411,What is the function of the dual-mode virtual wall barrier on a vacuum cleaner?,done,Roomba i5.md,checked,agentic-rag/tmp/answers/per_question/411.json,[],No image used because the nearby text directly states the accessory purpose and both barrier modes.,2026-05-13T19:38:21+00:00
412,What are the troubleshooting steps if the vacuum indicates a problem?,done,Roomba i5.md,checked,agentic-rag/tmp/answers/per_question/412.json,[],Text-only answer. No figure is required because the troubleshooting section gives the complete action sequence directly.,2026-05-13T19:38:21+00:00
413,What are the detailed instructions for T-rail mounting of a camera or equipment?,done,MV Camera.md,checked,agentic-rag/tmp/answers/per_question/413.json,"[""Manual33_10"", ""Manual33_11"", ""Manual33_12"", ""Manual33_13"", ""Manual33_14""]","Answered from the Cisco Meraki MV Camera T-rail mounting section. Images correspond in order to clip spacing, set screws, mount-plate attachment, rail snap-in/foam compression, and recessed-rail spacer hardware.",2026-05-13T19:38:21+00:00
414,What are the steps to power the camera?,done,MV Camera.md,checked,agentic-rag/tmp/answers/per_question/414.json,"[""Manual33_3""]","The exact section title is in the Cisco Meraki MV Camera Installation Guide. The power section states to remove the cable guard and route Ethernet from an active 802.3af PoE switch or injector, with a 300 ft (100 m) PoE cable limit. The included image is the adjacent installation figure showing the PoE cable loop inside the camera when the cord exits from the top.",2026-05-13T19:38:21+00:00
415,What is the proper way to use the brake lever and brake button?,done,Yamaha Snowmobile.md,checked,agentic-rag/tmp/answers/per_question/415.json,[],No image used; the exact lever/button procedure and warning are stated in text.,2026-05-13T19:38:21+00:00
416,What are the essential preparation checks to perform before using a snowmobile?,done,Yamaha Snowmobile.md,checked,agentic-rag/tmp/answers/per_question/416.json,[],Answered from the Yamaha Snowmobile pre-operation checks section and related before-riding guidance. No image is needed because the requested preparation checks are stated directly in text.,2026-05-13T19:38:21+00:00
417,What are the detailed steps to start the engine of a snowmobile?,done,Yamaha Snowmobile.md,checked,agentic-rag/tmp/answers/per_question/417.json,"[""Manual34_116"", ""Manual34_117""]",Answered from the Yamaha Snowmobile STARTING THE ENGINE section and directly related safety/control sections. Images are the manual-start recoil-pull illustration and the electric-start START-key illustration.,2026-05-13T19:38:21+00:00
418,What is a V-BeltHolder?,done,Yamaha Snowmobile.md,checked,agentic-rag/tmp/answers/per_question/418.json,[],Text-only answer; no image is required because the section directly defines the V-belt holder and its cautions.,2026-05-13T19:38:21+00:00
419,What are the steps to adjust the throttle cable on a snowmobile?,done,Yamaha Snowmobile.md,checked,agentic-rag/tmp/answers/per_question/419.json,"[""Manual34_148""]",Grounded in the throttle cable adjustment section and the adjacent throttle lever free play specification figure.,2026-05-13T19:38:21+00:00
420,What is the proper way to use the steering system on a snowmobile?,done,Yamaha Snowmobile.md,checked,agentic-rag/tmp/answers/per_question/420.json,[],No image used because the text fully states the steering check and turning procedure.,2026-05-13T19:38:21+00:00
421,What are the correct steps to turn using a snowmobile?,done,Yamaha Snowmobile.md,checked,agentic-rag/tmp/answers/per_question/421.json,[],Answered from the Yamaha Snowmobile turning section. No image included because the procedure is fully stated in text and no visible control or part identification is needed.,2026-05-13T19:38:21+00:00
422,What are the proper techniques for riding uphill on a snowmobile?,done,Yamaha Snowmobile.md,checked,agentic-rag/tmp/answers/per_question/422.json,[],"Text-only answer. Nearby images are for turning, downhill riding, and side-hill riding, not the uphill procedure.",2026-05-13T19:38:21+00:00
423,What are the proper techniques for riding downhill on a snowmobile?,done,Yamaha Snowmobile,checked,agentic-rag/tmp/answers/per_question/423.json,"[""Manual34_128""]",Answered from the RIDING DOWNHILL section and its adjacent warning. The adjacent downhill-riding illustration was inspected and included because it directly depicts the controlled downhill descent discussed in the text.,2026-05-13T19:38:21+00:00
